Id,LotFrontage,LotArea,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,hasGarage,hasBsmt,hasAlley_Access,hasFireplace,hasPool,hasFence,hasMisc_Feature,hasMasVnr,GrLivAreaHighQualitySF,TotalIndoorSF,TotalOutdoorSF,TotalSF,BsmtBaths,Baths,hasBeenRemodeled,NumFloors,MSSubClassDummy_30,MSSubClassDummy_40,MSSubClassDummy_45,MSSubClassDummy_50,MSSubClassDummy_60,MSSubClassDummy_70,MSSubClassDummy_75,MSSubClassDummy_80,MSSubClassDummy_85,MSSubClassDummy_90,MSSubClassDummy_120,MSSubClassDummy_160,MSSubClassDummy_180,MSSubClassDummy_190,MSZoningDummy_FV,MSZoningDummy_RH,MSZoningDummy_RL,MSZoningDummy_RM,StreetDummy_Pave,AlleyDummy_No_Alley_Access,AlleyDummy_Pave,LotShapeDummy_IR2,LotShapeDummy_IR3,LotShapeDummy_Reg,LandContourDummy_HLS,LandContourDummy_Low,LandContourDummy_Lvl,UtilitiesDummy_NoSeWa,LotConfigDummy_CulDSac,LotConfigDummy_FR2,LotConfigDummy_FR3,LotConfigDummy_Inside,NeighborhoodDummy_Blueste,NeighborhoodDummy_BrDale,NeighborhoodDummy_BrkSide,NeighborhoodDummy_ClearCr,NeighborhoodDummy_CollgCr,NeighborhoodDummy_Crawfor,NeighborhoodDummy_Edwards,NeighborhoodDummy_Gilbert,NeighborhoodDummy_IDOTRR,NeighborhoodDummy_MeadowV,NeighborhoodDummy_Mitchel,NeighborhoodDummy_NAmes,NeighborhoodDummy_NPkVill,NeighborhoodDummy_NWAmes,NeighborhoodDummy_NoRidge,NeighborhoodDummy_NridgHt,NeighborhoodDummy_OldTown,NeighborhoodDummy_SWISU,NeighborhoodDummy_Sawyer,NeighborhoodDummy_SawyerW,NeighborhoodDummy_Somerst,NeighborhoodDummy_StoneBr,NeighborhoodDummy_Timber,NeighborhoodDummy_Veenker,Condition1Dummy_Feedr,Condition1Dummy_Norm,Condition1Dummy_PosA,Condition1Dummy_PosN,Condition1Dummy_RRAe,Condition1Dummy_RRAn,Condition1Dummy_RRNe,Condition1Dummy_RRNn,Condition2Dummy_Feedr,Condition2Dummy_Norm,Condition2Dummy_PosA,Condition2Dummy_PosN,Condition2Dummy_RRAe,Condition2Dummy_RRAn,Condition2Dummy_RRNn,BldgTypeDummy_2fmCon,BldgTypeDummy_Duplex,BldgTypeDummy_Twnhs,BldgTypeDummy_TwnhsE,HouseStyleDummy_1.5Unf,HouseStyleDummy_1Story,HouseStyleDummy_2.5Fin,HouseStyleDummy_2.5Unf,HouseStyleDummy_2Story,HouseStyleDummy_SFoyer,HouseStyleDummy_SLvl,RoofStyleDummy_Gable,RoofStyleDummy_Gambrel,RoofStyleDummy_Hip,RoofStyleDummy_Mansard,RoofStyleDummy_Shed,RoofMatlDummy_CompShg,RoofMatlDummy_Membran,RoofMatlDummy_Metal,RoofMatlDummy_Roll,RoofMatlDummy_Tar&Grv,RoofMatlDummy_WdShake,RoofMatlDummy_WdShngl,Exterior1stDummy_AsphShn,Exterior1stDummy_BrkComm,Exterior1stDummy_BrkFace,Exterior1stDummy_CBlock,Exterior1stDummy_CemntBd,Exterior1stDummy_HdBoard,Exterior1stDummy_ImStucc,Exterior1stDummy_MetalSd,Exterior1stDummy_Plywood,Exterior1stDummy_Stone,Exterior1stDummy_Stucco,Exterior1stDummy_VinylSd,Exterior1stDummy_Wd Sdng,Exterior1stDummy_WdShing,Exterior2ndDummy_AsphShn,Exterior2ndDummy_Brk Cmn,Exterior2ndDummy_BrkFace,Exterior2ndDummy_CBlock,Exterior2ndDummy_CmentBd,Exterior2ndDummy_HdBoard,Exterior2ndDummy_ImStucc,Exterior2ndDummy_MetalSd,Exterior2ndDummy_Other,Exterior2ndDummy_Plywood,Exterior2ndDummy_Stone,Exterior2ndDummy_Stucco,Exterior2ndDummy_VinylSd,Exterior2ndDummy_Wd Sdng,Exterior2ndDummy_Wd Shng,MasVnrTypeDummy_BrkFace,MasVnrTypeDummy_No_MasVnr,MasVnrTypeDummy_None,MasVnrTypeDummy_Stone,FoundationDummy_CBlock,FoundationDummy_PConc,FoundationDummy_Slab,FoundationDummy_Stone,FoundationDummy_Wood,HeatingDummy_GasA,HeatingDummy_GasW,HeatingDummy_Grav,HeatingDummy_OthW,HeatingDummy_Wall,CentralAirDummy_Y,ElectricalDummy_FuseF,ElectricalDummy_FuseP,ElectricalDummy_Mix,ElectricalDummy_SBrkr,FunctionalDummy_Maj2,FunctionalDummy_Min1,FunctionalDummy_Min2,FunctionalDummy_Mod,FunctionalDummy_Sev,FunctionalDummy_Typ,GarageTypeDummy_Attchd,GarageTypeDummy_Basment,GarageTypeDummy_BuiltIn,GarageTypeDummy_CarPort,GarageTypeDummy_Detchd,GarageTypeDummy_No_Garage,PavedDriveDummy_P,PavedDriveDummy_Y,MiscFeatureDummy_No_Misc_Feature,MiscFeatureDummy_Othr,MiscFeatureDummy_Shed,MiscFeatureDummy_TenC,SaleTypeDummy_CWD,SaleTypeDummy_Con,SaleTypeDummy_ConLD,SaleTypeDummy_ConLI,SaleTypeDummy_ConLw,SaleTypeDummy_New,SaleTypeDummy_Oth,SaleTypeDummy_WD,SaleConditionDummy_AdjLand,SaleConditionDummy_Alloca,SaleConditionDummy_Family,SaleConditionDummy_Normal,SaleConditionDummy_Partial,MSSubClassDummy_150
163,95.0,12182,0.0,7.0,4.0,2005,2005,226.0,4,3,4,3,2.0,1.0,1201,6.0,0,340,1541,5,1541,0,0,1541,0.0,0.0,2.0,0.0,3.0,1.0,4,11.0,1.0,4,2005.0,2.0,4.0,532,3,3,0,70,0,0,0,0,0,0.0,0,7.0,4.0,220000,1,1,0,1,0,0,0,1,1541,3082,70,3684,0.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
164,55.0,5500,0.0,4.0,5.0,1956,1956,0.0,3,3,3,3,3.0,6.0,0,6.0,0,882,882,5,882,0,0,882,0.0,0.0,1.0,0.0,1.0,1.0,3,8.0,0.0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,3.0,0,6.0,1.0,103200,0,1,0,0,0,1,0,1,882,1764,0,1764,0.0,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
165,40.0,5400,0.0,6.0,6.0,1926,2004,0.0,3,4,3,3,2.0,3.0,370,6.0,0,779,1149,4,1149,467,0,1616,0.0,0.0,2.0,0.0,3.0,1.0,4,9.0,0.0,0,1926.0,3.0,2.0,216,3,3,0,0,183,0,0,0,0,0.0,0,1.0,1.0,152000,1,1,1,0,0,0,0,1,1616,2765,183,3164,0.0,2.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
166,62.0,10106,0.0,5.0,6.0,1940,1999,0.0,3,4,3,3,3.0,0.0,351,5.0,181,112,644,4,808,547,0,1355,2.0,0.0,2.0,0.0,4.0,2.0,3,10.0,0.0,0,0.0,1.0,0.0,0,0,0,140,0,0,0,0,0,0,0.0,0,11.0,2.0,127500,0,1,0,0,0,0,0,1,1355,1999,0,1999,1.0,2.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
167,88.04,10708,0.0,5.0,4.0,1955,1993,0.0,4,3,3,3,3.0,3.0,379,1.0,768,470,1617,5,1867,0,0,1867,2.0,0.0,1.0,0.0,2.0,1.0,3,11.0,3.0,4,1955.0,0.0,2.0,303,3,3,476,0,0,0,142,0,0,2.0,0,2.0,3.0,190000,1,1,0,1,0,1,0,1,1867,3484,142,3929,1.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,86.0,10562,0.0,8.0,4.0,2007,2007,300.0,4,3,5,3,3.0,2.0,1288,6.0,0,294,1582,5,1610,551,0,2161,2.0,0.0,1.0,1.0,3.0,1.0,5,12.0,1.0,4,2007.0,0.0,6.0,789,3,3,178,120,0,0,0,0,0,0.0,0,2.0,1.0,325624,1,1,0,1,0,0,0,1,2161,3743,120,4652,1.0,1.5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
169,62.0,8244,0.0,7.0,4.0,2004,2004,0.0,4,3,4,3,3.0,6.0,0,6.0,0,840,840,5,840,880,0,1720,0.0,0.0,2.0,1.0,3.0,1.0,4,11.0,1.0,4,2004.0,0.0,4.0,440,3,3,100,48,0,0,0,0,0,0.0,0,7.0,1.0,183500,1,1,0,1,0,0,0,1,1720,2560,48,3048,0.0,2.5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
170,102.61,16669,0.0,8.0,5.0,1981,1981,653.0,4,3,4,3,3.0,6.0,0,6.0,0,1686,1686,3,1707,0,0,1707,0.0,0.0,2.0,1.0,2.0,1.0,3,10.0,1.0,3,1981.0,2.0,4.0,511,3,3,574,64,0,0,0,0,0,0.0,0,0.0,0.0,228000,1,1,0,1,0,0,0,1,1707,3393,64,3968,0.0,2.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
171,79.62,12358,0.0,5.0,5.0,1941,1950,0.0,3,3,3,3,3.0,5.0,360,6.0,0,360,720,3,854,0,528,1382,0.0,0.0,1.0,1.0,2.0,1.0,3,11.0,0.0,0,1991.0,3.0,4.0,660,3,3,237,0,0,0,0,0,0,0.0,0,7.0,1.0,128500,1,1,0,0,0,0,0,1,326,1046,0,1706,0.0,1.5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
172,141.0,31770,0.0,6.0,4.0,1960,1960,112.0,3,3,3,4,1.0,1.0,639,6.0,0,441,1080,2,1656,0,0,1656,2.0,0.0,1.0,0.0,3.0,1.0,3,11.0,2.0,4,1960.0,0.0,4.0,528,3,3,210,62,0,0,0,0,0,0.0,0,7.0,4.0,215000,1,1,0,1,0,0,0,1,1656,2736,62,3326,1.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
173,44.0,5306,0.0,7.0,6.0,1987,1987,0.0,4,4,4,4,3.0,2.0,495,5.0,215,354,1064,4,1064,703,0,1767,2.0,0.0,2.0,0.0,2.0,1.0,4,9.0,1.0,3,1987.0,2.0,4.0,504,4,3,441,35,0,0,0,0,0,0.0,0,8.0,0.0,239000,1,1,0,1,0,0,0,1,1767,2831,35,3370,1.0,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
174,80.0,10197,0.0,6.0,4.0,1961,1961,491.0,3,3,3,3,3.0,0.0,288,5.0,374,700,1362,3,1362,0,0,1362,2.0,0.0,1.0,1.0,3.0,1.0,3,10.0,1.0,3,1961.0,3.0,4.0,504,3,3,0,20,0,0,0,0,0,0.0,0,8.0,2.0,163000,1,1,0,1,0,0,0,1,1362,2724,20,3248,1.0,1.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,47.0,12416,0.0,6.0,4.0,1986,1986,132.0,3,3,4,2,3.0,0.0,1398,3.0,208,0,1606,3,1651,0,0,1651,2.0,0.0,2.0,0.0,3.0,1.0,3,11.0,1.0,3,1986.0,0.0,4.0,616,3,3,192,0,0,0,0,0,0,0.0,0,2.0,2.0,184000,1,1,0,1,0,0,0,1,1651,3257,0,3873,1.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
176,84.0,12615,0.0,6.0,6.0,1950,2001,0.0,3,3,3,4,0.0,0.0,477,6.0,0,725,1202,3,2158,0,0,2158,2.0,0.0,2.0,0.0,4.0,1.0,4,11.0,1.0,4,1950.0,3.0,4.0,576,3,3,0,29,39,0,0,0,0,3.0,0,8.0,1.0,243000,1,1,0,1,0,1,0,1,2158,3360,68,4004,1.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
177,97.0,10029,0.0,6.0,4.0,1988,1989,268.0,4,3,4,3,3.0,2.0,831,6.0,0,320,1151,3,1164,896,0,2060,0.0,2.0,2.0,1.0,4.0,1.0,3,12.0,1.0,3,1988.0,3.0,4.0,521,3,3,0,228,0,0,192,0,0,0.0,0,11.0,1.0,211000,1,1,0,1,0,0,0,1,2060,3211,420,4152,0.5,2.5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
178,83.72,13650,0.0,5.0,4.0,1958,1958,0.0,4,4,3,3,3.0,0.0,57,1.0,441,554,1052,5,1252,668,0,1920,2.0,0.0,2.0,0.0,4.0,1.0,4,12.0,1.0,4,1958.0,3.0,4.0,451,3,3,0,0,0,0,0,0,0,0.0,0,9.0,0.0,172500,1,1,0,1,0,0,0,1,1920,2972,0,3423,1.0,2.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179,63.0,17423,0.0,9.0,4.0,2008,2009,748.0,5,3,5,3,3.0,2.0,1904,6.0,0,312,2216,5,2234,0,0,2234,2.0,0.0,2.0,0.0,1.0,1.0,5,13.0,1.0,4,2009.0,0.0,6.0,1166,3,3,0,60,0,0,0,0,0,0.0,0,9.0,3.0,501837,1,1,0,1,0,0,0,1,2234,4450,60,5676,1.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
180,60.0,8520,0.0,5.0,5.0,1923,2006,0.0,4,3,3,3,3.0,6.0,0,6.0,0,968,968,3,968,0,0,968,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,0.0,0,1935.0,3.0,4.0,480,2,3,0,0,184,0,0,0,0,0.0,0,9.0,1.0,100000,1,1,0,0,0,0,0,1,968,1936,184,2600,0.0,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
181,24.13,2117,0.0,6.0,4.0,2000,2000,456.0,4,3,4,3,3.0,2.0,436,6.0,0,320,756,5,769,756,0,1525,0.0,0.0,2.0,1.0,3.0,1.0,4,9.0,1.0,3,2000.0,3.0,4.0,440,3,3,0,0,0,0,0,0,0,0.0,0,8.0,1.0,177000,1,1,0,1,0,0,0,1,1525,2281,0,2721,0.0,2.5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
182,54.0,7588,0.0,7.0,5.0,1920,1950,0.0,3,3,2,3,3.0,3.0,352,6.0,0,441,793,4,901,901,0,1802,0.0,0.0,1.0,1.0,4.0,1.0,3,13.0,1.0,4,1920.0,3.0,2.0,216,2,3,0,0,40,0,0,0,0,0.0,0,9.0,0.0,200100,1,1,0,1,0,0,0,1,1802,2595,40,2851,0.0,1.5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
